release_year,tempo,valence
2006,126.0538,0.4265333333333333
2008,122.796725,0.399825
2010,132.66964,0.37734
2012,110.03892105263158,0.4802947368421053
2014,125.83715624999999,0.45761875
2017,122.17126229508197,0.4088196721311475
2019,119.97272222222222,0.48144444444444445
2020,117.1456463414634,0.3662560975609756
2021,125.95946575342465,0.4257260273972603
2022,118.85675757575758,0.2592878787878788
2023,123.3691590909091,0.3771181818181818
